"","Sample","Time","Treatment","Replicate","Acidobacteria","Actinobacteria","Armatimonadetes","BRC1","Bacteroidetes","Candidatus_Saccharibacteria","Chlamydiae","Chloroflexi","Cyanobacteria","Firmicutes","Gemmatimonadetes","Latescibacteria","Nitrospirae","Planctomycetes","Proteobacteria","Spirochaetes","Thaumarchaeota","Unassigned","Verrucomicrobia","candidate_division_WPS-1","candidate_division_WPS-2"
"69","2021.6_Warming_3","2021.6","Warming","3",0.0654579556111283,0.354860894029383,0.00087527352297593,0,0.0143794935917474,6.25195373554236e-05,0,0.00162550797124101,0,0.0149421694279462,0.00668959049703032,0.00193810565801813,0.00512660206314473,0.00650203188496405,0.263207252266332,0,0.0117536730228196,0.145733041575492,0.105658018130666,0.00112535167239762,6.25195373554236e-05
"70","2021.6_Warming_4","2021.6","Warming","4",0.195311034698343,0.147233510472022,0.000750234448265083,0,0.00675211003438575,6.25195373554236e-05,0,0.00331353547983745,0,0.00550171928727728,0.00262582056892779,0.00287589871834948,0.00350109409190372,0.0187558612066271,0.107471084713973,0,0.0185057830572054,0.0935292278837133,0.38743357299156,0.00631447327289778,6.25195373554236e-05
"71","2021.6_Warming_5","2021.6","Warming","5",0.156173804313848,0.231384807752422,0.00125039074710847,6.25195373554236e-05,0.00937793060331353,0.000187558612066271,0,0.00250078149421694,0,0.00881525476711473,0.00431384807752423,0.00575179743669897,0.00325101594248203,0.0205064082525789,0.154610815879962,0,0.020068771491091,0.0918412003751169,0.284713973116599,0.00493904345107846,0.000250078149421694
"72","2021.6_Warming_6","2021.6","Warming","6",0.198812128790246,0.138418255704907,0.000625195373554236,0,0.00718974679587371,0.000312597686777118,6.25195373554236e-05,0.00262582056892779,0,0.00568927789934355,0.00256330103157237,0.00362613316661457,0.00312597686777118,0.0206314473272898,0.081212879024695,0,0.0220693966864645,0.059956236323851,0.447577367927477,0.00550171928727728,0
"73","2021.9_Control_1","2021.9","Control","1",0.181931853704282,0.289152860268832,0.00118787120975305,0,0.0353860581431697,0.00206314473272898,0,0.00300093779306033,0,0.00293841825570491,0.00612691466083151,0.00287589871834948,0.00468896530165677,0.0271959987496092,0.221256642700842,0,0.0163175992497655,0.0775867458580803,0.124476398874648,0.00381369177868084,0
"74","2021.9_Control_2","2021.9","Control","2",0.189184120037511,0.223944982807127,0.000687714910909659,0,0.0219443576117537,0.00150046889653017,0,0.00250078149421694,0,0.00243826195686152,0.00406376992810253,0.00412628946545796,0.00393873085339169,0.0364488902782119,0.174366989684275,0,0.0120662707095967,0.0939043451078457,0.223507346045639,0.00537668021256643,0
"75","2021.9_Control_3","2021.9","Control","3",0.287339793685525,0.193122850890903,0.000312597686777118,6.25195373554236e-05,0.0202563301031572,0.0013129102844639,6.25195373554236e-05,0.00206314473272898,6.25195373554236e-05,0.00200062519537355,0.00206314473272898,0.00600187558612066,0.00350109409190372,0.0338855892466395,0.138543294779618,0,0.0291966239449828,0.0814629571741167,0.194560800250078,0.00418880900281338,0
"76","2021.9_Control_4","2021.9","Control","4",0.222006877149108,0.163551109721787,0.000375117224132541,6.25195373554236e-05,0.0140043763676148,0.000625195373554236,0,0.00162550797124101,0,0.00118787120975305,0.00281337918099406,0.0031884964051266,0.00331353547983745,0.0276961550484526,0.118537042825882,0,0.0146295717411691,0.0745232885276647,0.342294467020943,0.00950296967802438,6.25195373554236e-05
"77","2021.9_Control_5","2021.9","Control","5",0.242513285401687,0.173929352922788,0.00118787120975305,0,0.0168802750859644,0.00200062519537355,0,0.00162550797124101,0,0.00175054704595186,0.00375117224132542,0.00400125039074711,0.00293841825570491,0.039574867145983,0.14629571741169,0,0.0707721162863395,0.0755861206627068,0.211316036261331,0.00562675836198813,0.000250078149421694
"78","2021.9_Control_6","2021.9","Control","6",0.175242263207252,0.24738980931541,0.000750234448265083,0,0.0378868396373866,0.00256330103157237,0,0.00225070334479525,0,0.00262582056892779,0.0034385745545483,0.00250078149421694,0.00393873085339169,0.0263207252266333,0.212879024695216,6.25195373554236e-05,0.0476398874648328,0.0979681150359484,0.133291653641763,0.00325101594248203,0
"79","2021.9_Warming_1","2021.9","Warming","1",0.134354485776805,0.244763988746483,0.000500156298843389,6.25195373554236e-05,0.0118787120975305,0.000500156298843389,0,0.00325101594248203,0,0.00787746170678337,0.00350109409190372,0.0042513285401688,0.00456392622694592,0.0113785557986871,0.177930603313535,0.000125039074710847,0.0350109409190372,0.145420443888715,0.212691466083151,0.00193810565801813,0
"80","2021.9_Warming_2","2021.9","Warming","2",0.0579556111284775,0.364989059080962,0.000375117224132541,0,0.0113785557986871,0.000375117224132541,0,0.00225070334479525,0,0.0181306658330728,0.00550171928727727,0.00181306658330728,0.00693966864645202,0.00368865270396999,0.285276648952797,0,0.0079399812441388,0.137480462644576,0.0948421381681774,0.000812753985620506,0.000250078149421694
"81","2021.9_Warming_3","2021.9","Warming","3",0.152547671147233,0.243388558924663,0.000937793060331354,0,0.0109409190371991,0.000250078149421694,6.25195373554236e-05,0.00268834010628321,0,0.0079399812441388,0.00456392622694592,0.00400125039074711,0.00456392622694592,0.0169427946233198,0.175242263207252,6.25195373554236e-05,0.0364488902782119,0.10559549859331,0.231509846827133,0.00231322288215067,0
"82","2021.9_Warming_4","2021.9","Warming","4",0.149546733354173,0.223694904657705,0.00100031259768678,0,0.00750234448265083,6.25195373554236e-05,0,0.00356361362925914,6.25195373554236e-05,0.00925289152860269,0.00256330103157237,0.00612691466083151,0.00543919974992185,0.0144420131291028,0.142857142857142,6.25195373554236e-05,0.0236949046577055,0.11597374179431,0.291153485464207,0.00300093779306033,0
"83","2021.9_Warming_5","2021.9","Warming","5",0.162488277586745,0.170178180681462,0.000437636761487965,0,0.00681462957174117,0.000562675836198812,0,0.0031884964051266,6.25195373554236e-05,0.00475148483901219,0.00243826195686152,0.00356361362925914,0.00168802750859644,0.0128165051578618,0.101781806814629,0,0.012253829321663,0.0783369803063455,0.434635823694904,0.00368865270396999,0.000312597686777118
"84","2021.9_Warming_6","2021.9","Warming","6",0.0773991872460141,0.325351672397623,0.000937793060331354,0,0.019631134729603,0.000312597686777118,6.25195373554236e-05,0.00162550797124101,0,0.0126289465457956,0.00543919974992185,0.00100031259768678,0.00593935604876524,0.00531416067521101,0.269334166927163,0,0.00825257893091591,0.12472647702407,0.141106595811191,0.000687714910909659,0.000250078149421694
"85","2022.6_Control_1","2022.6","Control","1",0.178930915911222,0.23919974992185,0.000937793060331354,0,0.0363863707408565,0.00112535167239762,0,0.00350109409190372,0,0.0098155673648015,0.005314160675211,0.00231322288215067,0.00656455142231948,0.0286964676461394,0.241200375117223,0,0.0200062519537355,0.0912160050015626,0.131666145670522,0.00312597686777118,0
"86","2022.6_Control_2","2022.6","Control","2",0.0884026258205687,0.284151297280399,0.000187558612066271,0,0.0615817442950921,0.00193810565801813,0,0.0010628321350422,0,0.00944045014066896,0.0079399812441388,0.000812753985620506,0.00712722725851829,0.0140043763676149,0.358174429509219,6.25195373554236e-05,0.00681462957174117,0.0999062206939665,0.0562675836198812,0.0021256642700844,0
"87","2022.6_Control_3","2022.6","Control","3",0.173991872460143,0.240075023444826,0.000687714910909659,0,0.0340106283213504,0.00125039074710847,0,0.00200062519537355,0,0.00606439512347609,0.0034385745545483,0.0023757424195061,0.00575179743669897,0.0291341044076274,0.239199749921849,0,0.0336355110972179,0.0919662394498278,0.133416692716474,0.00300093779306033,0
"88","2022.6_Control_4","2022.6","Control","4",0.167552360112535,0.24220068771491,0.000375117224132541,6.25195373554236e-05,0.036761487964989,0.000562675836198812,6.25195373554236e-05,0.00275085964363864,0,0.00656455142231948,0.00381369177868084,0.00381369177868084,0.0066270709596749,0.0214442013129103,0.255454829634259,0,0.035573616755236,0.0970928415129726,0.11734917161613,0.00193810565801813,0
"89","2022.6_Control_5","2022.6","Control","5",0.157486714598311,0.267521100343856,0.000437636761487965,6.25195373554236e-05,0.0317599249765552,0.00162550797124101,6.25195373554236e-05,0.00181306658330728,0,0.0115661144107534,0.00518912160050016,0.00193810565801813,0.00537668021256643,0.0218818380743982,0.254329477961862,0,0.0333854329477962,0.0855267271022192,0.117099093466708,0.00293841825570491,0
"90","2022.6_Control_6","2022.6","Control","6",0.205439199749921,0.260268834010627,0.000500156298843389,6.25195373554236e-05,0.0365739293529227,0.00125039074710847,0.000187558612066271,0.00218818380743983,0.000125039074710847,0.00525164113785558,0.00412628946545796,0.0023757424195061,0.00550171928727727,0.0271959987496092,0.230697092841512,0,0.0187558612066271,0.086089402938418,0.109909346670835,0.00350109409190372,0
"91","2022.6_Warming_1","2022.6","Warming","1",0.146420756486401,0.193247889965613,0.00118787120975305,0,0.00643951234760863,0.000562675836198812,0.000125039074710847,0.0031884964051266,0,0.00693966864645202,0.0031884964051266,0.00506408252578931,0.00400125039074711,0.0203813691778681,0.13210378243201,0,0.0206314473272898,0.0985933104095027,0.353297905595498,0.00437636761487965,0.000250078149421694
"92","2022.6_Warming_2","2022.6","Warming","2",0.147358549546733,0.179306033135354,0.0010628321350422,0,0.00606439512347609,0.000250078149421694,0,0.00306345733041575,0,0.0079399812441388,0.00525164113785558,0.00518912160050016,0.00381369177868084,0.0221944357611754,0.149671772428883,0,0.0280712722725852,0.121975617380431,0.314660831509846,0.00362613316661457,0.000500156298843389
"93","2022.6_Warming_3","2022.6","Warming","3",0.0672085026570802,0.348046264457642,0.000687714910909659,0,0.0198186933416693,0.000312597686777118,0,0.0010628321350422,0,0.0098155673648015,0.00587683651140982,0.00243826195686152,0.00668959049703032,0.0079399812441388,0.270522038136916,0,0.00987808690215693,0.150859643638637,0.0977805564238823,0.0010628321350422,0
"94","2022.6_Warming_4","2022.6","Warming","4",0.155486089402938,0.233260393873085,0.00143794935917474,0,0.00862769615504845,0.000375117224132541,6.25195373554236e-05,0.00300093779306033,0,0.00931541106595811,0.00575179743669897,0.00543919974992185,0.00406376992810253,0.0206314473272898,0.157986870897155,0,0.0213191622381994,0.12403876211316,0.245014066895905,0.00400125039074711,0.000187558612066271
"95","2022.6_Warming_5","2022.6","Warming","5",0.202125664270084,0.100531416067521,0.00087527352297593,0,0.00493904345107846,6.25195373554236e-05,0,0.00581431697405439,0,0.00350109409190372,0.00200062519537355,0.00456392622694592,0.00262582056892779,0.0229446702094404,0.0720225070334477,6.25195373554236e-05,0.0148796498905908,0.0757111597374177,0.48046264457643,0.0066270709596749,0.000250078149421694
"96","2022.6_Warming_6","2022.6","Warming","6",0.135604876523913,0.214442013129102,0.00112535167239762,0,0.00700218818380744,0.000625195373554236,0,0.00300093779306033,0,0.0055642388246327,0.00312597686777118,0.00475148483901219,0.00412628946545796,0.0182557049077837,0.154735854954673,0,0.0193810565801813,0.114035636136292,0.30997186620819,0.00306345733041576,0.00118787120975305
"97","2022.9_Control_1","2022.9","Control","1",0.175304782744607,0.234198186933416,0.000187558612066271,0,0.0463269771803688,0.00125039074710847,0.000125039074710847,0.00287589871834948,0,0.00462644576430135,0.00268834010628321,0.0021256642700844,0.00475148483901219,0.0347608627696154,0.20900281337918,0,0.06051891216005,0.062769615504845,0.154923413566739,0.00356361362925915,0
"98","2022.9_Control_2","2022.9","Control","2",0.135729915598624,0.257830572053766,0.000375117224132541,6.25195373554236e-05,0.0468271334792121,0.00200062519537355,0.000125039074710847,0.0010628321350422,0,0.00675211003438575,0.00568927789934355,0.00131291028446389,0.00512660206314473,0.0215067208502657,0.263457330415753,0,0.0304470146920913,0.0767739918724599,0.142231947483588,0.00268834010628321,0
"99","2022.9_Control_3","2022.9","Control","3",0.216130040637698,0.249077836824006,0.000250078149421694,0,0.030259456080025,0.00143794935917474,0,0.00175054704595186,0,0.00581431697405439,0.00356361362925914,0.00181306658330728,0.00481400437636761,0.0350734604563926,0.179180994060643,0,0.0248202563301032,0.0668333854329476,0.175867458580806,0.0031884964051266,0.000125039074710847
"100","2022.9_Control_4","2022.9","Control","4",0.142419506095654,0.262081900593934,0.000250078149421694,0,0.0386370740856517,0.00156298843388559,6.25195373554236e-05,0.00175054704595186,6.25195373554236e-05,0.00443888715223507,0.00325101594248203,0.00175054704595186,0.00337605501719287,0.0243826195686152,0.222694592060017,0,0.0352610190684589,0.0703344795248513,0.186245701781806,0.00143794935917474,0
"101","2022.9_Control_5","2022.9","Control","5",0.143732416380118,0.249703032197561,0.000625195373554236,0,0.0280087527352298,0.00143794935917474,0.000125039074710847,0.00231322288215067,0,0.00925289152860269,0.0042513285401688,0.00100031259768678,0.00406376992810253,0.0258830884651454,0.232822757111596,0,0.0324476398874648,0.0733354173179116,0.187496092528915,0.0034385745545483,6.25195373554236e-05
"102","2022.9_Control_6","2022.9","Control","6",0.226383244763988,0.172428884026257,0.000250078149421694,0.000187558612066271,0.0295717411691154,0.000937793060331354,6.25195373554236e-05,0.00118787120975305,6.25195373554236e-05,0.00518912160050016,0.00181306658330728,0.00143794935917474,0.00325101594248203,0.0269459206001875,0.155923726164425,0,0.019631134729603,0.0517661769302905,0.296217567989996,0.00675211003438575,0
"103","2022.9_Warming_1","2022.9","Warming","1",0.147796186308221,0.21487964989059,0.00137542982181932,0,0.0117536730228196,0.000562675836198812,0,0.00350109409190372,0,0.00894029384182557,0.00300093779306033,0.00312597686777118,0.00493904345107846,0.0262582056892779,0.148921537980618,6.25195373554236e-05,0.0256955298530791,0.101719287277274,0.293341669271647,0.00412628946545796,0
"104","2022.9_Warming_2","2022.9","Warming","2",0.0562050640825257,0.324226320725226,0.000812753985620506,0,0.0103782432010003,0.000312597686777118,6.25195373554236e-05,0.000812753985620506,0,0.016380118787121,0.00825257893091591,0.00162550797124101,0.00775242263207252,0.00825257893091591,0.29603000937793,6.25195373554236e-05,0.00706470772116286,0.122038136917787,0.138043138480775,0.0010628321350422,0.000625195373554236
"105","2022.9_Warming_3","2022.9","Warming","3",0.154548296342606,0.195311034698343,0.000750234448265083,6.25195373554236e-05,0.00837761800562676,0.000250078149421694,0,0.00387621131603626,0,0.00675211003438575,0.00418880900281338,0.00375117224132542,0.0045014066895905,0.0190059393560487,0.135667396061269,6.25195373554236e-05,0.0182557049077837,0.105220381369177,0.336167552360112,0.00325101594248203,0
"106","2022.9_Warming_4","2022.9","Warming","4",0.147045951859956,0.189246639574866,0.00162550797124101,6.25195373554236e-05,0.0079399812441388,0.00118787120975305,0,0.00350109409190372,6.25195373554236e-05,0.00950296967802438,0.00468896530165677,0.0042513285401688,0.00337605501719287,0.0201938105658018,0.167989996874022,0,0.0166927164738981,0.102219443576117,0.314848390121913,0.00337605501719287,0.00218818380743982
"107","2022.9_Warming_5","2022.9","Warming","5",0.135229759299781,0.175742419506095,0.000812753985620506,0,0.00531416067521101,0.000250078149421694,0,0.00368865270396999,0,0.0115035948733979,0.00243826195686152,0.00431384807752423,0.00387621131603626,0.0201938105658018,0.136230071897468,0,0.0227571115973742,0.106158174429509,0.367364801500468,0.00412628946545796,0
"108","2022.9_Warming_6","2022.9","Warming","6",0.0600187558612064,0.325351672397623,0.000312597686777118,0,0.0233823069709284,0.000625195373554236,0,0.00137542982181932,0,0.0196936542669584,0.00656455142231947,0.00168802750859644,0.00956548921537981,0.00800250078149422,0.313097843075959,6.25195373554236e-05,0.00518912160050016,0.129853079087214,0.0940293841825569,0.00112535167239762,6.25195373554236e-05
"109","2023.6_Control_1","2023.6","Control","1",0.185120350109408,0.28796498905908,0.00112535167239762,6.25195373554236e-05,0.0348233823069709,0.00225070334479525,6.25195373554236e-05,0.00325101594248203,0,0.0031884964051266,0.00675211003438575,0.0023757424195061,0.00462644576430134,0.028196311347296,0.219443576117535,0,0.0158174429509222,0.0760237574241948,0.125164113785558,0.00375117224132542,0
"110","2023.6_Control_2","2023.6","Control","2",0.195060956548921,0.220944045014066,0.000937793060331354,0,0.021694279462332,0.00143794935917474,6.25195373554236e-05,0.00262582056892779,0,0.00268834010628321,0.00418880900281338,0.00400125039074711,0.00362613316661457,0.0366989684276336,0.171241012816504,0,0.0105658018130666,0.0925289152860265,0.226070647077211,0.0055642388246327,6.25195373554236e-05
"111","2023.6_Control_3","2023.6","Control","3",0.287527352297592,0.193935604876523,0.000375117224132541,6.25195373554236e-05,0.0205064082525789,0.0013129102844639,0.000187558612066271,0.00231322288215067,0.000125039074710847,0.00150046889653017,0.00206314473272898,0.00525164113785558,0.00356361362925914,0.0353860581431697,0.137855579868708,0,0.0280712722725852,0.0815879962488275,0.194060643951234,0.00431384807752423,0
"112","2023.6_Control_4","2023.6","Control","4",0.217693029071584,0.168365114098155,0.000250078149421694,0.000125039074710847,0.0141919349796811,0.00112535167239762,0,0.00156298843388559,0,0.00125039074710847,0.00325101594248203,0.00281337918099406,0.00287589871834948,0.0289465457955611,0.116098780869021,0,0.0127539856205064,0.0788371366051889,0.341169115348546,0.00869021569240388,0
"113","2023.6_Control_5","2023.6","Control","5",0.241137855579868,0.171241012816504,0.00125039074710847,0.000125039074710847,0.0190059393560488,0.00187558612066271,0,0.00143794935917474,6.25195373554236e-05,0.00175054704595186,0.00368865270396999,0.00400125039074711,0.00325101594248203,0.0393247889965613,0.143732416380118,0,0.0738980931541107,0.0770240700218816,0.211441075336042,0.0055642388246327,0.000187558612066271
"114","2023.6_Control_6","2023.6","Control","6",0.174366989684276,0.241825570490777,0.000687714910909659,0,0.0403251015942481,0.00287589871834948,0,0.00281337918099406,0,0.00287589871834949,0.00337605501719287,0.00281337918099406,0.00400125039074711,0.0276336355110972,0.216880275085963,6.25195373554236e-05,0.0491403563613629,0.0988433885589243,0.128165051578618,0.00331353547983745,0
"115","2023.6_Warming_1","2023.6","Warming","1",0.149734291966239,0.223382306970928,0.0013129102844639,0.000125039074710847,0.0108158799624883,0.000375117224132541,0,0.00443888715223507,0,0.0111909971866208,0.00431384807752423,0.00493904345107846,0.00543919974992185,0.0218818380743983,0.14985933104095,6.25195373554236e-05,0.035135979993748,0.117536730228196,0.254704595185995,0.00431384807752423,0.000437636761487965
"116","2023.6_Warming_2","2023.6","Warming","2",0.124601437949359,0.260206314473272,0.000562675836198812,0,0.0076899030947171,0.000375117224132541,0,0.00350109409190372,0,0.0105032822757112,0.00412628946545796,0.00356361362925914,0.00400125039074711,0.0163175992497655,0.186995936230071,0,0.0201312910284464,0.132353860581431,0.220568927789934,0.00368865270396999,0.000812753985620506
"117","2023.6_Warming_3","2023.6","Warming","3",0.0862144420131289,0.340231322288214,0.000687714910909659,0,0.0206939668646452,0.000375117224132541,0,0.00125039074710847,6.25195373554236e-05,0.015942482025633,0.00487652391372304,0.00268834010628321,0.0087527352297593,0.00812753985620506,0.24657705532979,0,0.0128790246952173,0.146295717411691,0.103344795248515,0.00100031259768678,0
"118","2023.6_Warming_4","2023.6","Warming","4",0.205876836511409,0.190246952172553,0.00175054704595186,0,0.0079399812441388,0.000375117224132541,0,0.00200062519537355,0,0.00950296967802438,0.00368865270396999,0.00650203188496405,0.0031884964051266,0.0290090653329166,0.121350422006877,0,0.0234448265082838,0.0982181931853702,0.2893404188809,0.00712722725851829,0.000437636761487965
"119","2023.6_Warming_5","2023.6","Warming","5",0.134917161613004,0.240387621131603,0.00125039074710847,0,0.00950296967802438,0.000437636761487965,6.25195373554236e-05,0.00243826195686152,0,0.013879337292904,0.00593935604876524,0.00550171928727728,0.00581431697405439,0.0158174429509221,0.184370115661143,0,0.0457643013441701,0.143357299155986,0.187371053454204,0.00306345733041576,0.000125039074710847
"120","2023.6_Warming_6","2023.6","Warming","6",0.0602063144732728,0.34710847139731,0.000687714910909659,0,0.0181931853704282,0.000375117224132541,0,0.000750234448265083,0,0.0211316036261332,0.00606439512347609,0.00150046889653017,0.00944045014066896,0.00568927789934355,0.306033135354797,0,0.00625195373554236,0.144357611753673,0.0710847139731165,0.00112535167239762,0
"121","2023.9_Control_1","2023.9","Control","1",0.300906533291652,0.152735229759299,0.000562675836198812,6.25195373554236e-05,0.0180681462957174,0.00087527352297593,6.25195373554236e-05,0.00493904345107846,0,0.00200062519537355,0.00306345733041576,0.00962800875273523,0.00306345733041575,0.0545795561112846,0.139918724601437,0,0.0238824632697718,0.0791497342919659,0.201688027508596,0.00481400437636762,0
"122","2023.9_Control_2","2023.9","Control","2",0.166489527977492,0.191559862457017,0.000687714910909659,0,0.0190059393560488,0.000750234448265083,0,0.0023757424195061,0,0.00400125039074711,0.00537668021256643,0.0045014066895905,0.00512660206314473,0.0324476398874648,0.194123163488589,0,0.0288215067208503,0.0975929978118159,0.243763676148796,0.00331353547983745,6.25195373554236e-05
"123","2023.9_Control_3","2023.9","Control","3",0.187933729290402,0.190059393560487,0.000375117224132541,0.000125039074710847,0.0208190059393561,0.00112535167239762,0,0.00231322288215067,0.000187558612066271,0.00218818380743982,0.00406376992810253,0.0023757424195061,0.00362613316661457,0.0391997499218505,0.209315411065957,0,0.0532041262894655,0.0779618630822129,0.200750234448265,0.00437636761487965,0
"124","2023.9_Control_4","2023.9","Control","4",0.251140981556736,0.110159424820256,0.000312597686777118,0,0.01106595811191,0.000437636761487965,0,0.0013129102844639,0,0.000437636761487965,0.00262582056892779,0.00187558612066271,0.00162550797124101,0.0450140668959049,0.0968427633635508,6.25195373554236e-05,0.00975304782744608,0.0507658643326037,0.40450140668959,0.0120662707095967,0
"125","2023.9_Control_5","2023.9","Control","5",0.273773054079399,0.136730228196311,0.000625195373554236,0,0.0149421694279462,0.00118787120975305,6.25195373554236e-05,0.0021256642700844,0,0.0021256642700844,0.0031884964051266,0.0042513285401688,0.0021256642700844,0.0472022507033447,0.138293216630196,0,0.0289465457955611,0.0692091278524537,0.268646452016254,0.00656455142231948,0
"126","2023.9_Control_6","2023.9","Control","6",0.172116286339481,0.206126914660831,0.00156298843388559,0,0.0256955298530791,0.00100031259768678,0,0.00262582056892779,0.000375117224132541,0.00293841825570491,0.00668959049703033,0.00325101594248203,0.0042513285401688,0.0386370740856517,0.212816505157861,0,0.0176305095342294,0.0912785245389181,0.208315098468271,0.00462644576430135,6.25195373554236e-05
"127","2023.9_Warming_1","2023.9","Warming","1",0.0618318224445138,0.334604563926226,0.000375117224132541,0,0.0165676773991872,0.000625195373554236,0,0.00150046889653017,0,0.0160050015629884,0.00625195373554236,0.00206314473272898,0.0105658018130666,0.00543919974992185,0.2939668646452,6.25195373554236e-05,0.0087527352297593,0.140793998124413,0.0990934667083462,0.00143794935917474,6.25195373554236e-05
"128","2023.9_Warming_2","2023.9","Warming","2",0.151547358549546,0.222381994373241,0.00118787120975305,0,0.0150672085026571,0.000625195373554236,0.000187558612066271,0.00150046889653017,0,0.0133166614567052,0.0042513285401688,0.00468896530165677,0.00518912160050016,0.0152547671147233,0.188121287902469,6.25195373554236e-05,0.0238199437324164,0.122100656455142,0.22663332291341,0.00381369177868084,0.000250078149421694
"129","2023.9_Warming_3","2023.9","Warming","3",0.195185995623632,0.149921850578305,0.000562675836198812,6.25195373554236e-05,0.00650203188496405,0.000312597686777118,0.000125039074710847,0.00418880900281338,0,0.00987808690215693,0.00231322288215067,0.0034385745545483,0.00437636761487965,0.0191309784307596,0.11447327289778,0,0.0150672085026571,0.0892778993435446,0.377305407939981,0.00731478587058456,0.000562675836198812
"130","2023.9_Warming_4","2023.9","Warming","4",0.147358549546733,0.149546733354173,0.000625195373554236,0,0.00550171928727728,0.000250078149421694,0,0.00356361362925914,0,0.00625195373554236,0.0031884964051266,0.00500156298843389,0.0034385745545483,0.0148171303532354,0.121725539231009,0,0.0113785557986871,0.0793372929040322,0.443388558924663,0.00437636761487965,0.000250078149421694
"131","2023.9_Warming_5","2023.9","Warming","5",0.0886527039699904,0.299593623007188,0.000625195373554236,6.25195373554236e-05,0.0202563301031572,0.000375117224132541,0,0.000812753985620506,6.25195373554236e-05,0.0163175992497655,0.00587683651140982,0.00250078149421694,0.00931541106595811,0.00806502031884965,0.277211628633947,0.000187558612066271,0.0107533604251329,0.142231947483588,0.115536105032823,0.00156298843388559,0
"132","2023.9_Warming_6","2023.9","Warming","6",0.148859018443263,0.218068146295717,0.00168802750859644,0,0.0132541419193498,0.000500156298843389,6.25195373554236e-05,0.00481400437636762,0,0.0174429509221632,0.0045014066895905,0.00575179743669897,0.00775242263207252,0.0144420131291028,0.204563926226945,6.25195373554236e-05,0.0156298843388559,0.125914348233823,0.214504532666458,0.0021256642700844,6.25195373554236e-05
