"","Sample","Time","Treatment","Replicate","Acidobacteria","Actinobacteria","Armatimonadetes","BRC1","Bacteroidetes","Candidatus_Saccharibacteria","Chlamydiae","Chloroflexi","Cyanobacteria","Firmicutes","Gemmatimonadetes","Latescibacteria","Nitrospirae","Planctomycetes","Proteobacteria","Spirochaetes","Thaumarchaeota","Unassigned","Verrucomicrobia","candidate_division_WPS-1","candidate_division_WPS-2"
"58","2020.9_Warming_4","2020.9","Warming","4",0.207939981244138,0.238637074085651,0.000250078149421694,6.25195373554236e-05,0.0201938105658018,0.000937793060331353,0.000125039074710847,0.00187558612066271,0,0.00462644576430135,0.00225070334479525,0.0023757424195061,0.0031884964051266,0.021694279462332,0.174054391997498,0,0.024507658643326,0.0753360425132852,0.218755861206627,0.0031884964051266,0
"59","2020.9_Warming_5","2020.9","Warming","5",0.112660206314473,0.318537042825882,0.000812753985620506,0,0.0235073460456393,0.000687714910909659,0.000125039074710847,0.00181306658330728,0,0.0076899030947171,0.0042513285401688,0.00156298843388559,0.00412628946545796,0.0123788683963738,0.247889965614253,0,0.0213191622381994,0.0848390121913095,0.155423569865583,0.00225070334479525,0.000125039074710847
"60","2020.9_Warming_6","2020.9","Warming","6",0.159674898405751,0.269709284151296,0.000750234448265083,6.25195373554236e-05,0.0274460768990309,0.000812753985620506,0,0.00100031259768678,0,0.00869021569240388,0.00400125039074711,0.00118787120975305,0.00325101594248203,0.021256642700844,0.218943419818692,0,0.0235073460456393,0.0839012191309781,0.173116598937167,0.00268834010628321,0
"61","2021.6_Control_1","2021.6","Control","1",0.212816505157861,0.151672397624257,0.000187558612066271,0,0.0240075023444827,0.000812753985620506,6.25195373554236e-05,0.00262582056892779,0.000125039074710847,0.00518912160050016,0.00262582056892779,0.00243826195686152,0.00256330103157237,0.0292591434823382,0.158924663957486,0,0.017567989996874,0.058643326039387,0.323913723038449,0.00656455142231948,0
"62","2021.6_Control_2","2021.6","Control","2",0.143669896842763,0.249265395436073,0.000375117224132541,0,0.0229446702094404,0.00300093779306033,0.000125039074710847,0.00118787120975305,6.25195373554236e-05,0.00787746170678337,0.00837761800562676,0.00206314473272898,0.00568927789934355,0.0231947483588621,0.251015942482025,0,0.0111909971866208,0.0782119412316346,0.187746170678337,0.00400125039074711,0
"63","2021.6_Control_3","2021.6","Control","3",0.19124726477024,0.218443263519849,0.000250078149421694,0,0.0380118787120974,0.00137542982181932,0,0.00243826195686152,0.000125039074710847,0.00393873085339169,0.00331353547983745,0.00350109409190372,0.00387621131603626,0.0287589871834948,0.231509846827132,0,0.0273835573616755,0.0892153798061891,0.153485464207564,0.00312597686777118,0
"64","2021.6_Control_4","2021.6","Control","4",0.128352610190684,0.272585182869646,0.000375117224132541,0,0.0443888715223507,0.00156298843388559,6.25195373554236e-05,0.00118787120975305,0,0.00581431697405439,0.00668959049703033,0.000750234448265083,0.00581431697405439,0.0158799624882775,0.302594560800248,0,0.0285089090340731,0.0810878399499841,0.102657080337605,0.00168802750859644,0
"65","2021.6_Control_5","2021.6","Control","5",0.126852141294154,0.244076273835573,0.000500156298843389,0,0.0201938105658018,0.00143794935917474,0.000187558612066271,0.00137542982181932,0,0.0124413879337293,0.00756486402000625,0.00137542982181932,0.00368865270396999,0.0141919349796811,0.236698968427632,6.25195373554236e-05,0.0463894967177243,0.0760237574241948,0.203876211316036,0.00300093779306033,6.25195373554236e-05
"66","2021.6_Control_6","2021.6","Control","6",0.221631759924976,0.190184432635198,0.000125039074710847,0,0.0310096905282901,0.00137542982181932,0.000125039074710847,0.00187558612066271,0,0.00381369177868084,0.00487652391372304,0.0034385745545483,0.00468896530165677,0.0256955298530791,0.183494842138167,0,0.028633948108784,0.0795248515160985,0.214442013129102,0.00506408252578931,0
"67","2021.6_Warming_1","2021.6","Warming","1",0.155423569865583,0.214442013129102,0.00137542982181932,0,0.00656455142231948,0.000312597686777118,0,0.00206314473272898,0,0.00956548921537981,0.00362613316661457,0.00819005939356049,0.00393873085339169,0.0226320725226633,0.12703969990622,0,0.0283213504220069,0.109409190371991,0.300906533291653,0.00612691466083151,6.25195373554236e-05
"68","2021.6_Warming_2","2021.6","Warming","2",0.160675211003438,0.196811503594873,0.00175054704595186,6.25195373554236e-05,0.00612691466083151,0.000187558612066271,0,0.00593935604876524,0,0.00831509846827134,0.00337605501719287,0.0108158799624883,0.00493904345107846,0.023319787433573,0.135042200687714,0,0.0220693966864645,0.122350734604564,0.292841512972804,0.00518912160050016,0.000187558612066271
